Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
ORD00704,2024-03-31,CUST0440,Manpreet Verma,Microwave,Home Appliances,South,9,15822.04,142398.36,32464.42
ORD00705,2026-07-14,CUST0242,Isha Malhotra,Mouse,Technology,East,5,2495.25,12476.25,2153.5
ORD00706,2024-12-05,CUST0274,Aman Patel,Keyboard,Technology,West,8,2706.95,21655.6,3568.69
ORD00707,2026-01-14,CUST0181,Mehak Kaur,Washing Machine,Home Appliances,Central,10,26710.42,267104.2,53390.14
ORD00708,2024-10-25,CUST0134,Priya Kaur,Keyboard,Technology,Central,10,3228.19,32281.9,1947.37
ORD00709,2026-03-13,CUST0014,Anjali Mehta,Microwave,Home Appliances,East,9,7567.69,68109.21,4452.47
ORD00710,2024-04-24,CUST0130,Rahul Mehta,Desk,Furniture,Central,5,9779.56,48897.8,2583.79
ORD00711,2025-12-18,CUST0090,Rahul Gupta,Sofa,Furniture,South,3,31639.51,94918.53,9705.47
ORD00712,2025-09-01,CUST0249,Karan Sharma,Chair,Furniture,South,2,6457.02,12914.04,3144.17
ORD00713,2026-01-13,CUST0429,Arjun Gupta,Power Bank,Accessories,South,4,4035.54,16142.16,2940.03
ORD00714,2025-04-20,CUST0108,Sahil Mehta,Television,Home Appliances,West,2,69592.19,139184.38,8421.3
ORD00715,2025-11-30,CUST0244,Navjot Gupta,Microwave,Home Appliances,West,9,20176.86,181591.74,17565.78
ORD00716,2026-08-07,CUST0243,Aman Singh,Refrigerator,Home Appliances,West,7,57130.95,399916.65,20944.68
ORD00717,2026-05-14,CUST0196,Rahul Gupta,Television,Home Appliances,West,9,23275.97,209483.73,37180.18
ORD00718,2025-08-21,CUST0313,Isha Mehta,Washing Machine,Home Appliances,West,2,32056.96,64113.92,6479.92
ORD00719,2024-01-11,CUST0237,Isha Malhotra,Table,Furniture,North,3,17998.81,53996.43,6082.91
ORD00720,2025-04-01,CUST0426,Manpreet Kapoor,Laptop,Technology,East,9,64674.93,582074.37,41200.07
ORD00721,2024-02-28,CUST0113,Karan Gupta,Washing Machine,Home Appliances,Central,1,28040.14,28040.14,4875.6
ORD00722,2025-09-11,CUST0337,Manpreet Patel,Chair,Furniture,South,2,11204.98,22409.96,1507.68
ORD00723,2025-11-07,CUST0193,Simran Kaur,Chair,Furniture,North,5,11043.5,55217.5,6013.94
ORD00724,2026-03-10,CUST0328,Rohit Mehta,Webcam,Accessories,North,6,8039.55,48237.3,4894.51
ORD00725,2026-04-12,CUST0142,Manpreet Kaur,Keyboard,Technology,East,1,2432.08,2432.08,247.22
ORD00726,2024-07-01,CUST0092,Rohit Patel,Headphones,Accessories,West,4,6408.94,25635.76,4410.9
ORD00727,2026-01-02,CUST0056,Isha Gupta,Sofa,Furniture,East,2,24827.39,49654.78,11545.82
ORD00728,2024-01-20,CUST0053,Karan Verma,Laptop,Technology,West,5,44224.74,221123.7,45429.3
ORD00729,2024-12-03,CUST0077,Harpreet Kaur,Laptop,Technology,West,5,79876.35,399381.75,32078.94
ORD00730,2025-02-17,CUST0295,Manpreet Mehta,Mouse,Technology,North,8,2269.01,18152.08,2643.45
ORD00731,2025-07-02,CUST0277,Neha Malhotra,Chair,Furniture,East,8,6997.51,55980.08,4156.0
ORD00732,2026-05-23,CUST0171,Rohit Patel,Microwave,Home Appliances,East,2,7048.7,14097.4,1734.98
ORD00733,2025-01-28,CUST0042,Harpreet Verma,Webcam,Accessories,South,3,7006.24,21018.72,3381.81
ORD00734,2026-06-25,CUST0154,Rahul Malhotra,Headphones,Accessories,West,6,7936.79,47620.74,7014.57
ORD00735,2025-08-30,CUST0377,Rahul Sharma,Table,Furniture,South,1,5892.46,5892.46,1142.83
ORD00736,2026-05-04,CUST0251,Priya Kumar,Headphones,Accessories,West,5,9720.13,48600.65,7287.03
ORD00737,2024-02-13,CUST0495,Manpreet Mehta,Laptop,Technology,West,6,60357.11,362142.66,75164.78
ORD00738,2025-08-16,CUST0061,Navjot Patel,Sofa,Furniture,South,9,57304.04,515736.36,41150.98
ORD00739,2025-04-27,CUST0474,Simran Kumar,Laptop,Technology,Central,8,84127.58,673020.64,121659.45
ORD00740,2026-04-20,CUST0024,Mehak Verma,Table,Furniture,North,1,5359.13,5359.13,1237.6
ORD00741,2025-09-01,CUST0234,Priya Kumar,Chair,Furniture,Central,2,12631.4,25262.8,1840.04
ORD00742,2025-12-01,CUST0113,Karan Gupta,Smartphone,Technology,Central,7,39834.8,278843.6,32024.35
ORD00743,2025-08-30,CUST0280,Harpreet Kaur,Desk,Furniture,South,4,21564.97,86259.88,17497.44
ORD00744,2025-01-13,CUST0172,Rahul Sharma,Laptop,Technology,Central,7,56433.6,395035.2,33028.96
ORD00745,2026-03-21,CUST0085,Rohit Singh,Speaker,Accessories,Central,1,13996.62,13996.62,1073.18
ORD00746,2024-07-02,CUST0193,Simran Kaur,Chair,Furniture,North,2,13435.15,26870.3,1377.64
ORD00747,2024-07-30,CUST0362,Isha Kumar,Microwave,Home Appliances,South,8,19176.57,153412.56,28913.92
ORD00748,2024-02-08,CUST0328,Rohit Mehta,Microwave,Home Appliances,Central,3,13828.6,41485.8,7140.02
ORD00749,2024-01-05,CUST0093,Isha Sharma,Headphones,Accessories,Central,5,7899.11,39495.55,4722.51
ORD00750,2026-06-02,CUST0121,Aman Kaur,Chair,Furniture,Central,2,14825.85,29651.7,5153.0
ORD00751,2024-07-17,CUST0260,Neha Patel,Sofa,Furniture,North,4,49664.91,198659.64,20915.94
ORD00752,2024-02-14,CUST0408,Simran Verma,Sofa,Furniture,North,3,37388.17,112164.51,20641.47
ORD00753,2026-04-04,CUST0331,Karan Patel,Washing Machine,Home Appliances,West,5,28898.67,144493.35,16885.34
ORD00754,2024-01-30,CUST0023,Neha Gupta,Laptop,Technology,West,3,95491.68,286475.04,23378.98
ORD00755,2024-11-29,CUST0264,Rahul Mehta,Laptop,Technology,West,8,93704.75,749638.0,126344.99
ORD00756,2024-08-30,CUST0102,Sahil Kaur,Refrigerator,Home Appliances,West,6,74528.27,447169.62,42729.92
ORD00757,2025-05-11,CUST0446,Simran Kumar,Sofa,Furniture,North,2,55111.43,110222.86,15893.92
ORD00758,2025-01-31,CUST0456,Arjun Mehta,Speaker,Accessories,East,10,4418.23,44182.3,6229.62
ORD00759,2024-05-10,CUST0070,Rahul Singh,Speaker,Accessories,North,5,10032.29,50161.45,4536.71
ORD00760,2024-06-24,CUST0355,Sahil Mehta,Monitor,Technology,East,8,11685.54,93484.32,13248.2
ORD00761,2025-08-14,CUST0113,Karan Gupta,Refrigerator,Home Appliances,Central,10,75268.29,752682.9,173956.78
ORD00762,2024-08-09,CUST0438,Rahul Kapoor,Chair,Furniture,Central,9,7352.05,66168.45,9782.52
ORD00763,2024-09-09,CUST0243,Aman Singh,Webcam,Accessories,South,7,1623.28,11362.96,2241.18
ORD00764,2026-07-24,CUST0168,Aman Gupta,Speaker,Accessories,Central,10,13539.61,135396.1,32393.58
ORD00765,2026-01-21,CUST0460,Navjot Patel,Keyboard,Technology,Central,1,4916.77,4916.77,1220.61
ORD00766,2024-09-03,CUST0018,Neha Verma,Power Bank,Accessories,North,2,2812.93,5625.86,790.37
ORD00767,2024-09-01,CUST0286,Rohit Singh,Keyboard,Technology,North,3,4789.72,14369.16,1748.46
ORD00768,2026-02-04,CUST0009,Priya Kumar,Webcam,Accessories,Central,8,2875.32,23002.56,5097.01
ORD00769,2026-06-11,CUST0013,Karan Kumar,Power Bank,Accessories,East,7,4041.71,28291.97,2461.09
ORD00770,2025-12-08,CUST0321,Manpreet Patel,Headphones,Accessories,East,2,10464.21,20928.42,2657.4
ORD00771,2025-09-19,CUST0272,Priya Verma,Monitor,Technology,Central,5,19499.36,97496.8,18486.47
ORD00772,2024-02-26,CUST0295,Manpreet Mehta,Chair,Furniture,Central,6,10065.92,60395.52,11907.11
ORD00773,2024-02-11,CUST0485,Mehak Verma,Television,Home Appliances,East,6,24432.16,146592.96,20973.14
ORD00774,2024-12-08,CUST0188,Harpreet Verma,Chair,Furniture,South,4,9289.86,37159.44,2886.59
ORD00775,2025-12-20,CUST0277,Neha Malhotra,Keyboard,Technology,South,10,3897.0,38970.0,8738.1
ORD00776,2025-03-09,CUST0386,Aman Gupta,Desk,Furniture,East,5,11406.95,57034.75,8595.89
ORD00777,2026-04-29,CUST0028,Isha Malhotra,Monitor,Technology,North,8,17321.12,138568.96,20825.53
ORD00778,2026-06-24,CUST0241,Manpreet Singh,Microwave,Home Appliances,West,2,17798.07,35596.14,3120.74
ORD00779,2024-03-19,CUST0045,Rohit Kumar,Keyboard,Technology,North,5,4571.37,22856.85,5523.39
ORD00780,2024-07-28,CUST0085,Rohit Singh,Television,Home Appliances,Central,8,74251.98,594015.84,47580.44
ORD00781,2025-04-30,CUST0488,Rahul Sharma,Monitor,Technology,East,9,19246.49,173218.41,40939.18
ORD00782,2026-04-01,CUST0216,Simran Malhotra,Headphones,Accessories,South,2,4206.68,8413.36,457.75
ORD00783,2025-11-12,CUST0428,Sahil Mehta,Microwave,Home Appliances,Central,6,16995.39,101972.34,15013.35
ORD00784,2024-11-09,CUST0432,Arjun Kapoor,Power Bank,Accessories,South,3,2077.15,6231.45,1431.09
ORD00785,2024-02-18,CUST0405,Karan Kumar,Refrigerator,Home Appliances,South,5,53897.02,269485.1,54961.47
ORD00786,2025-12-29,CUST0181,Mehak Kaur,Microwave,Home Appliances,Central,10,24168.06,241680.6,56752.97
ORD00787,2024-04-29,CUST0147,Arjun Kapoor,Table,Furniture,North,3,25983.29,77949.87,6411.45
ORD00788,2025-12-25,CUST0163,Harpreet Kapoor,Sofa,Furniture,North,3,26718.32,80154.96,7296.59
ORD00789,2024-06-15,CUST0341,Priya Verma,Washing Machine,Home Appliances,Central,8,25693.1,205544.8,32470.59
ORD00790,2026-08-28,CUST0155,Anjali Kapoor,Laptop,Technology,West,8,64273.74,514189.92,104742.35
ORD00791,2024-12-05,CUST0476,Neha Singh,Refrigerator,Home Appliances,East,9,20300.6,182705.4,44784.79
ORD00792,2024-04-25,CUST0243,Aman Singh,Refrigerator,Home Appliances,West,8,75970.33,607762.64,71556.08
ORD00793,2025-02-15,CUST0461,Neha Gupta,Smartphone,Technology,Central,2,57460.58,114921.16,12827.09
ORD00794,2025-10-18,CUST0431,Sahil Kaur,Sofa,Furniture,South,6,31082.71,186496.26,11377.53
ORD00795,2025-04-01,CUST0299,Rohit Kapoor,Desk,Furniture,North,2,8110.03,16220.06,2557.62
ORD00796,2026-08-24,CUST0500,Manpreet Mehta,Speaker,Accessories,North,10,8121.28,81212.8,13888.65
ORD00797,2025-01-16,CUST0466,Neha Kaur,Microwave,Home Appliances,North,7,8810.97,61676.79,7643.36
ORD00798,2024-03-30,CUST0146,Karan Singh,Washing Machine,Home Appliances,South,8,34020.44,272163.52,61198.78
ORD00799,2026-01-15,CUST0373,Mehak Mehta,Power Bank,Accessories,West,5,4175.48,20877.4,1727.77
ORD00800,2024-07-31,CUST0374,Harpreet Sharma,Speaker,Accessories,East,10,12779.41,127794.1,8589.76
ORD00801,2024-03-31,CUST0244,Navjot Gupta,Television,Home Appliances,North,10,94318.0,943180.0,189789.33
ORD00802,2026-02-12,CUST0210,Rahul Verma,Microwave,Home Appliances,South,8,9322.97,74583.76,14323.77
ORD00803,2026-04-26,CUST0103,Manpreet Patel,Sofa,Furniture,East,8,28025.84,224206.72,13104.12
ORD00804,2026-03-21,CUST0428,Sahil Mehta,Microwave,Home Appliances,North,8,16626.34,133010.72,12623.26
ORD00805,2025-11-12,CUST0079,Manpreet Verma,Washing Machine,Home Appliances,East,8,67713.38,541707.04,40538.85
ORD00806,2026-02-22,CUST0214,Rohit Kapoor,Sofa,Furniture,East,4,55805.69,223222.76,12430.94
ORD00807,2025-03-22,CUST0253,Neha Verma,Mouse,Technology,East,10,2363.91,23639.1,3453.61
ORD00808,2024-09-22,CUST0322,Anjali Sharma,Headphones,Accessories,South,10,5105.22,51052.2,2731.75
ORD00809,2024-02-24,CUST0298,Anjali Kumar,Smartphone,Technology,East,3,32377.68,97133.04,11799.44
ORD00810,2026-08-16,CUST0185,Priya Gupta,Webcam,Accessories,North,5,1914.08,9570.4,1492.24
ORD00811,2025-07-10,CUST0264,Rahul Mehta,Table,Furniture,East,10,24117.23,241172.3,48361.24
ORD00812,2025-08-16,CUST0447,Navjot Malhotra,Washing Machine,Home Appliances,East,6,32115.87,192695.22,13328.09
ORD00813,2025-05-11,CUST0422,Karan Singh,Chair,Furniture,West,5,3780.34,18901.7,2355.21
ORD00814,2024-07-11,CUST0175,Simran Mehta,Chair,Furniture,Central,9,4832.39,43491.51,4097.89
ORD00815,2024-05-14,CUST0315,Anjali Malhotra,Keyboard,Technology,North,2,2734.06,5468.12,400.88
ORD00816,2026-06-30,CUST0246,Manpreet Kumar,Washing Machine,Home Appliances,Central,3,53934.64,161803.92,34530.21
ORD00817,2024-05-01,CUST0268,Navjot Gupta,Refrigerator,Home Appliances,South,1,69692.64,69692.64,13861.31
ORD00818,2024-03-21,CUST0066,Priya Singh,Table,Furniture,West,4,12685.71,50742.84,3858.67
ORD00819,2024-02-13,CUST0354,Navjot Sharma,Laptop,Technology,South,8,41128.38,329027.04,66288.03
ORD00820,2024-09-16,CUST0056,Isha Gupta,Mouse,Technology,North,8,1982.94,15863.52,1170.48
ORD00821,2024-07-29,CUST0034,Aman Kumar,Television,Home Appliances,Central,2,79136.77,158273.54,37039.11
ORD00822,2026-05-16,CUST0462,Navjot Kapoor,Table,Furniture,East,1,21765.02,21765.02,1483.41
ORD00823,2025-09-19,CUST0486,Anjali Kapoor,Washing Machine,Home Appliances,South,9,26348.98,237140.82,48889.05
ORD00824,2026-01-02,CUST0259,Manpreet Verma,Laptop,Technology,South,1,89175.19,89175.19,13890.62
ORD00825,2026-01-12,CUST0494,Rahul Singh,Refrigerator,Home Appliances,North,9,83116.22,748045.98,38049.95
ORD00826,2025-11-20,CUST0474,Simran Kumar,Sofa,Furniture,North,10,31490.84,314908.4,27404.95
ORD00827,2024-04-25,CUST0093,Isha Sharma,Microwave,Home Appliances,East,9,14057.75,126519.75,12084.01
ORD00828,2025-12-22,CUST0064,Karan Mehta,Headphones,Accessories,East,8,6717.0,53736.0,10879.11
ORD00829,2025-04-12,CUST0286,Rohit Singh,Laptop,Technology,Central,2,59686.92,119373.84,15155.25
ORD00830,2026-05-25,CUST0377,Rahul Sharma,Microwave,Home Appliances,West,7,10291.6,72041.2,7788.94
ORD00831,2025-11-21,CUST0097,Isha Verma,Keyboard,Technology,West,6,4744.14,28464.84,2443.98
ORD00832,2025-02-08,CUST0345,Rahul Kumar,Keyboard,Technology,West,2,2639.85,5279.7,389.87
ORD00833,2025-09-01,CUST0356,Karan Kapoor,Smartphone,Technology,West,4,14529.73,58118.92,6842.13
ORD00834,2026-02-23,CUST0063,Navjot Mehta,Sofa,Furniture,Central,5,47634.02,238170.1,48339.81
ORD00835,2025-05-11,CUST0304,Neha Kaur,Microwave,Home Appliances,Central,10,12765.85,127658.5,30641.58
ORD00836,2024-08-24,CUST0143,Priya Kumar,Sofa,Furniture,South,5,19861.65,99308.25,14684.54
ORD00837,2024-07-02,CUST0016,Manpreet Singh,Laptop,Technology,West,8,89818.75,718550.0,133378.32
ORD00838,2024-03-19,CUST0310,Anjali Mehta,Refrigerator,Home Appliances,Central,10,41192.68,411926.8,28532.82
ORD00839,2024-09-24,CUST0393,Priya Singh,Power Bank,Accessories,Central,8,1648.11,13184.88,1952.02
ORD00840,2024-11-18,CUST0176,Simran Kumar,Laptop,Technology,West,2,99442.69,198885.38,25203.94
ORD00841,2026-03-09,CUST0227,Sahil Gupta,Headphones,Accessories,East,9,1361.46,12253.14,2228.63
ORD00842,2025-05-14,CUST0453,Simran Verma,Sofa,Furniture,North,5,34380.65,171903.25,33202.19
ORD00843,2025-02-04,CUST0292,Rohit Sharma,Power Bank,Accessories,East,3,2798.83,8396.49,1270.7
ORD00844,2024-01-29,CUST0254,Sahil Kumar,Webcam,Accessories,Central,5,8015.0,40075.0,4572.42
ORD00845,2026-07-01,CUST0024,Mehak Verma,Desk,Furniture,East,10,11326.41,113264.1,6272.56
ORD00846,2024-02-27,CUST0195,Rohit Verma,Keyboard,Technology,South,6,2249.6,13497.6,1786.89
ORD00847,2024-04-27,CUST0127,Priya Verma,Desk,Furniture,East,2,16443.17,32886.34,7359.57
ORD00848,2025-03-08,CUST0087,Sahil Verma,Mouse,Technology,Central,8,1315.29,10522.32,1910.36
ORD00849,2024-11-20,CUST0264,Rahul Mehta,Webcam,Accessories,West,8,1673.42,13387.36,2243.69
ORD00850,2025-11-22,CUST0293,Arjun Verma,Webcam,Accessories,South,8,6366.58,50932.64,3565.86
ORD00851,2025-03-22,CUST0173,Rohit Kaur,Webcam,Accessories,South,5,2916.33,14581.65,1788.69
ORD00852,2025-08-10,CUST0255,Priya Sharma,Mouse,Technology,West,5,1035.2,5176.0,308.0
ORD00853,2024-12-10,CUST0412,Manpreet Sharma,Chair,Furniture,East,10,11330.19,113301.9,7811.79
ORD00854,2024-11-05,CUST0035,Manpreet Verma,Power Bank,Accessories,Central,2,1680.9,3361.8,606.16
ORD00855,2025-02-15,CUST0412,Manpreet Sharma,Microwave,Home Appliances,East,6,18605.68,111634.08,10048.79
ORD00856,2025-08-13,CUST0320,Priya Singh,Speaker,Accessories,West,9,13392.1,120528.9,26822.74
ORD00857,2026-05-23,CUST0110,Isha Patel,Webcam,Accessories,West,9,9465.88,85192.92,18042.73
ORD00858,2024-06-03,CUST0479,Rahul Verma,Mouse,Technology,East,8,1001.62,8012.96,637.42
ORD00859,2026-05-16,CUST0433,Priya Kapoor,Power Bank,Accessories,West,2,2138.34,4276.68,756.06
ORD00860,2024-09-01,CUST0137,Karan Kapoor,Refrigerator,Home Appliances,North,10,37951.26,379512.6,36898.48
ORD00861,2025-07-27,CUST0077,Harpreet Kaur,Chair,Furniture,West,5,5192.63,25963.15,3708.37
ORD00862,2026-03-19,CUST0217,Sahil Verma,Smartphone,Technology,East,3,21155.09,63465.27,3543.16
ORD00863,2024-02-26,CUST0338,Anjali Kumar,Chair,Furniture,North,8,14529.23,116233.84,23996.1
ORD00864,2025-11-18,CUST0161,Arjun Malhotra,Television,Home Appliances,North,7,91548.87,640842.09,146980.11
ORD00865,2025-06-18,CUST0204,Aman Patel,Table,Furniture,Central,9,7798.31,70184.79,16604.82
ORD00866,2026-03-02,CUST0487,Anjali Gupta,Microwave,Home Appliances,East,4,22806.73,91226.92,15505.32
ORD00867,2024-06-28,CUST0169,Aman Sharma,Speaker,Accessories,South,4,14129.25,56517.0,4456.68
ORD00868,2025-06-30,CUST0497,Priya Kaur,Microwave,Home Appliances,East,10,13759.14,137591.4,8418.54
ORD00869,2024-10-11,CUST0359,Sahil Malhotra,Monitor,Technology,South,8,22735.12,181880.96,33929.47
ORD00870,2026-07-15,CUST0186,Priya Verma,Webcam,Accessories,Central,1,8481.61,8481.61,1518.88
ORD00871,2025-12-18,CUST0018,Neha Verma,Smartphone,Technology,East,7,27708.8,193961.6,21695.32
ORD00872,2026-07-20,CUST0463,Arjun Verma,Mouse,Technology,West,8,2667.38,21339.04,2724.87
ORD00873,2026-05-30,CUST0475,Arjun Kumar,Washing Machine,Home Appliances,South,4,22693.02,90772.08,9938.14
ORD00874,2024-10-07,CUST0469,Priya Kumar,Webcam,Accessories,North,7,8975.47,62828.29,13059.71
ORD00875,2026-06-16,CUST0422,Karan Singh,Power Bank,Accessories,North,6,3895.16,23370.96,4521.75
ORD00876,2026-01-16,CUST0423,Navjot Patel,Desk,Furniture,Central,6,14633.02,87798.12,11780.23
ORD00877,2024-07-07,CUST0378,Arjun Malhotra,Microwave,Home Appliances,West,1,19208.99,19208.99,3424.47
ORD00878,2024-03-25,CUST0406,Simran Mehta,Chair,Furniture,North,5,7208.6,36043.0,4063.64
ORD00879,2024-11-23,CUST0081,Simran Verma,Table,Furniture,West,7,26174.01,183218.07,38206.18
ORD00880,2026-03-29,CUST0245,Manpreet Malhotra,Desk,Furniture,East,10,7643.06,76430.6,16459.61
ORD00881,2026-08-25,CUST0102,Sahil Kaur,Keyboard,Technology,Central,7,2343.92,16407.44,3696.24
ORD00882,2026-07-17,CUST0115,Anjali Kaur,Laptop,Technology,North,10,95386.74,953867.4,167237.25
ORD00883,2025-09-24,CUST0499,Mehak Mehta,Speaker,Accessories,West,3,5034.07,15102.21,905.48
ORD00884,2025-08-03,CUST0308,Rahul Sharma,Refrigerator,Home Appliances,North,6,26234.29,157405.74,13225.95
ORD00885,2025-12-31,CUST0008,Aman Kaur,Power Bank,Accessories,South,8,4274.48,34195.84,2520.32
ORD00886,2026-05-26,CUST0098,Priya Sharma,Washing Machine,Home Appliances,South,7,56815.04,397705.28,30241.46
ORD00887,2025-02-22,CUST0308,Rahul Sharma,Desk,Furniture,South,4,19260.87,77043.48,10298.11
ORD00888,2025-01-13,CUST0015,Arjun Sharma,Washing Machine,Home Appliances,Central,8,30245.25,241962.0,56005.89
ORD00889,2025-12-10,CUST0351,Karan Sharma,Headphones,Accessories,West,3,1113.52,3340.56,749.25
ORD00890,2024-04-07,CUST0352,Priya Malhotra,Sofa,Furniture,Central,10,46880.39,468803.9,47464.11
ORD00891,2025-09-12,CUST0031,Isha Gupta,Monitor,Technology,Central,8,33138.74,265109.92,61411.47
ORD00892,2025-02-08,CUST0364,Arjun Malhotra,Laptop,Technology,East,10,55219.41,552194.1,69680.01
ORD00893,2026-08-10,CUST0068,Simran Sharma,Mouse,Technology,East,3,948.43,2845.29,428.93
ORD00894,2024-09-23,CUST0450,Navjot Kapoor,Speaker,Accessories,North,9,2710.25,24392.25,3331.64
ORD00895,2026-08-06,CUST0161,Arjun Malhotra,Smartphone,Technology,West,5,44944.74,224723.7,44846.91
ORD00896,2024-11-19,CUST0145,Anjali Singh,Washing Machine,Home Appliances,West,7,44882.58,314178.06,71800.48
ORD00897,2024-07-06,CUST0392,Mehak Singh,Sofa,Furniture,North,3,17395.0,52185.0,3178.77
ORD00898,2026-07-05,CUST0241,Manpreet Singh,Refrigerator,Home Appliances,West,7,69417.4,485921.8,35571.81
ORD00899,2025-05-19,CUST0021,Simran Kaur,Webcam,Accessories,North,9,9904.96,89144.64,13107.82
ORD00900,2024-07-03,CUST0434,Mehak Mehta,Chair,Furniture,South,4,6544.86,26179.44,5854.63
ORD00901,2025-08-07,CUST0384,Anjali Sharma,Refrigerator,Home Appliances,South,1,60848.32,60848.32,9443.85
ORD00902,2024-01-27,CUST0214,Rohit Kapoor,Smartphone,Technology,East,2,63777.74,127555.48,29015.5
ORD00903,2024-06-06,CUST0349,Karan Gupta,Keyboard,Technology,North,2,2368.94,4737.88,1029.99
ORD00904,2024-01-06,CUST0042,Harpreet Verma,Power Bank,Accessories,East,5,2707.03,13535.15,2285.29
ORD00905,2026-01-21,CUST0497,Priya Kaur,Mouse,Technology,Central,6,2877.24,17263.44,4134.31
ORD00906,2024-02-26,CUST0067,Rohit Kapoor,Chair,Furniture,North,5,12420.25,62101.25,7118.93
ORD00907,2026-02-28,CUST0281,Navjot Verma,Headphones,Accessories,West,3,5387.44,16162.32,1584.17
ORD00908,2026-02-09,CUST0046,Rahul Kapoor,Smartphone,Technology,South,7,21405.85,149840.95,16031.06
ORD00909,2025-09-09,CUST0062,Rohit Verma,Microwave,Home Appliances,South,5,21220.91,106104.55,24483.29
ORD00910,2025-02-01,CUST0184,Neha Verma,Monitor,Technology,West,8,21841.64,174733.12,24303.36
ORD00911,2025-03-20,CUST0138,Sahil Sharma,Headphones,Accessories,West,6,9321.4,55928.4,9662.95
ORD00912,2025-10-25,CUST0048,Isha Patel,Mouse,Technology,South,8,1354.36,10834.88,2007.57
ORD00913,2026-03-31,CUST0477,Arjun Sharma,Headphones,Accessories,West,7,4197.73,29384.11,1934.55
ORD00914,2025-06-19,CUST0154,Rahul Malhotra,Table,Furniture,West,5,22107.85,110539.25,24131.56
ORD00915,2025-06-06,CUST0152,Sahil Sharma,Mouse,Technology,West,1,691.33,691.33,105.55
ORD00916,2024-12-29,CUST0212,Priya Gupta,Keyboard,Technology,East,10,3575.59,35755.9,7600.45
ORD00917,2024-07-05,CUST0300,Manpreet Singh,Mouse,Technology,West,8,540.67,4325.36,371.59
ORD00918,2026-01-11,CUST0024,Mehak Verma,Keyboard,Technology,West,5,4482.37,22411.85,2527.82
ORD00919,2024-03-21,CUST0388,Manpreet Sharma,Webcam,Accessories,Central,3,4401.34,13204.02,1217.59
ORD00920,2024-01-14,CUST0133,Manpreet Malhotra,Keyboard,Technology,South,1,3044.38,3044.38,392.68
ORD00921,2024-11-06,CUST0336,Sahil Verma,Power Bank,Accessories,Central,10,3705.59,37055.9,7232.66
ORD00922,2024-01-15,CUST0417,Aman Malhotra,Microwave,Home Appliances,South,2,21288.17,42576.34,3193.99
ORD00923,2024-05-28,CUST0058,Karan Kapoor,Smartphone,Technology,South,4,70130.84,280523.36,41019.09
ORD00924,2025-03-08,CUST0224,Simran Kaur,Chair,Furniture,North,8,5911.93,47295.44,3766.28
ORD00925,2025-04-27,CUST0060,Rahul Kumar,Table,Furniture,North,8,23469.53,187756.24,45582.22
ORD00926,2025-02-05,CUST0441,Neha Verma,Speaker,Accessories,North,10,4218.07,42180.7,9106.4
ORD00927,2026-05-18,CUST0171,Rohit Patel,Laptop,Technology,West,7,77824.59,544772.13,133958.04
ORD00928,2026-01-12,CUST0378,Arjun Malhotra,Television,Home Appliances,Central,8,56437.2,451497.6,68930.66
ORD00929,2025-08-13,CUST0479,Rahul Verma,Speaker,Accessories,East,9,11142.92,100286.28,5395.8
ORD00930,2024-04-29,CUST0284,Neha Malhotra,Monitor,Technology,West,7,32107.68,224753.76,51205.23
ORD00931,2026-01-13,CUST0319,Manpreet Malhotra,Microwave,Home Appliances,South,1,19252.77,19252.77,1583.86
ORD00932,2025-12-02,CUST0241,Manpreet Singh,Microwave,Home Appliances,East,4,10409.96,41639.84,6975.99
ORD00933,2026-05-03,CUST0472,Manpreet Patel,Speaker,Accessories,East,7,13422.84,93959.88,22734.6
ORD00934,2024-03-29,CUST0408,Simran Verma,Speaker,Accessories,West,5,9894.87,49474.35,9308.08
ORD00935,2025-03-01,CUST0067,Rohit Kapoor,Table,Furniture,West,8,8907.85,71262.8,5001.28
ORD00936,2024-09-24,CUST0156,Priya Malhotra,Table,Furniture,East,1,18920.76,18920.76,2303.74
ORD00937,2024-03-06,CUST0347,Navjot Kumar,Table,Furniture,East,9,25698.72,231288.48,13043.28
ORD00938,2024-09-21,CUST0221,Rahul Kapoor,Mouse,Technology,East,9,1066.73,9600.57,910.32
ORD00939,2024-06-03,CUST0402,Mehak Sharma,Television,Home Appliances,Central,9,80458.07,724122.63,74945.42
ORD00940,2026-05-11,CUST0310,Anjali Mehta,Laptop,Technology,North,8,95597.93,764783.44,160449.56
ORD00941,2024-02-12,CUST0500,Manpreet Mehta,Mouse,Technology,Central,2,2024.14,4048.28,869.25
ORD00942,2024-10-26,CUST0054,Simran Kumar,Chair,Furniture,West,6,13321.3,79927.8,6506.64
ORD00943,2024-05-21,CUST0391,Sahil Sharma,Headphones,Accessories,North,6,2697.25,16183.5,1892.2
ORD00944,2026-04-08,CUST0435,Harpreet Malhotra,Sofa,Furniture,West,1,58633.65,58633.65,5808.44
ORD00945,2025-02-28,CUST0175,Simran Mehta,Refrigerator,Home Appliances,East,6,25966.37,155798.22,30075.28
ORD00946,2024-08-21,CUST0323,Rohit Kumar,Table,Furniture,South,9,23830.16,214471.44,28813.05
ORD00947,2025-06-12,CUST0411,Manpreet Mehta,Power Bank,Accessories,East,8,4655.68,37245.44,8952.62
